Log de Monitoramento de Transporte Small Farmer Tracking
======================================================================================================================================================
id_transporte: 47, temp_minima: 15 C, temp_maxima: 20 C, temp_monitorada: 19.12 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:08:22
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 11.64 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:47
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.19 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:50
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.36 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:50
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.60 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:33:50
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.17 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:33:53
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.32 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:53
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.49 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:33:53
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.57 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:56
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.51 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:56
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.74 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:56
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.76 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:59
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.79 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:59
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.04 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:33:59
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.39 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:02
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.43 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:02
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.97 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:02
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.79 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:05
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.35 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:05
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.28 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:05
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.04 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:08
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.48 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:08
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.96 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:08
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.06 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:11
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.20 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:11
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.40 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:11
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.40 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:14
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.07 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:14
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.13 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:14
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.92 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:17
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.18 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:17
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.54 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:17
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.64 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:20
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.23 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:20
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.32 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:20
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.36 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:23
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.58 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:23
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.26 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:23
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.38 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:26
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.77 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:26
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.97 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:26
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.20 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:29
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.65 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:29
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 17.17 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:29
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.19 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:32
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.46 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:32
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 13.26 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:32
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.42 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:35
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.82 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:35
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.98 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:35
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.09 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:38
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.93 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:38
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.88 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:38
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.86 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:41
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.64 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:41
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 18.20 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:41
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.72 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:44
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.29 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:44
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.21 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:44
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.41 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:47
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.61 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:47
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 10.17 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:47
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.04 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:50
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.05 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:50
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.57 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:50
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.15 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:53
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.66 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:53
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 13.29 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:53
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.69 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:56
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.81 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:56
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 14.89 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:56
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.08 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:34:59
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.15 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:59
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 10.37 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:34:59
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.99 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:02
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.65 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:02
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 18.38 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:02
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.53 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:05
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.24 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:05
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.18 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:35:05
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.42 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:08
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.45 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:08
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 17.32 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:08
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.52 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:11
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.87 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:11
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.61 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:11
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.50 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:15
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.48 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:15
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.25 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:15
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.06 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:18
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.82 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:18
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 17.99 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:18
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.61 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:21
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.93 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:21
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.63 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:21
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.42 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:24
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.93 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:24
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 10.59 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:24
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.27 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:27
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.63 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:27
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 13.55 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:27
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.73 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:30
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.32 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:30
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 11.80 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:30
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.13 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:33
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.81 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:33
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.08 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:33
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.18 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:36
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.66 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:36
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 10.69 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:36
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.04 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:39
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.07 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:35:39
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.81 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:39
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.23 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:42
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.05 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:42
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.38 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:42
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.47 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:45
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.93 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:45
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.65 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:45
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.07 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:48
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.20 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:48
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.53 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:35:48
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.12 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:35:51
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.41 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:51
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.80 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:51
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.09 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:54
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.85 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:54
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.64 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:54
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.46 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:57
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.99 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:57
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 15.21 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:35:57
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.62 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:00
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.47 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:00
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 19.63 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:00
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.13 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:03
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.80 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:03
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.04 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:36:03
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.37 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:06
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.98 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:06
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.36 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:36:06
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.46 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:09
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.20 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:09
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 9.99 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:36:09
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.14 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:12
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.21 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:12
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.60 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:12
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.01 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:15
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.14 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:15
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 20.04 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:36:15
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.38 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:18
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.86 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:18
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 13.05 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:18
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.31 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:21
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.24 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:21
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.86 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:21
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.34 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:24
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.75 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:24
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 16.83 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:24
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.28 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:27
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.14 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:27
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 11.34 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:27
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.71 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:30
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.67 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:30
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.16 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:30
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: -0.07 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:36:33
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.30 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:33
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 12.35 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:33
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.99 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:36
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 0.48 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:36
id_transporte: 50, temp_minima: 10 C, temp_maxima: 20 C, temp_monitorada: 18.97 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:36
id_transporte: 48, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 1.05 C, dentro_do_intervalo: True, data_hora: 12/10/2024 - 02:36:39
id_transporte: 49, temp_minima: 0 C, temp_maxima: 2 C, temp_monitorada: 2.04 C, dentro_do_intervalo: False, data_hora: 12/10/2024 - 02:36:39
